Link,Custom Link,Date Created,Title,Destination URL,Engagements Max History (12/01/2022 - 12/20/2024),Status
https://mkt.aras.com/3KDdrmD,,8/9/23,Where is Your PLM SaaS Business Case Hiding? - English Blog - Aras Community - Aras Community,https://www.aras.com/community/b/english/posts/where-is-your-plm-saas-business-case-hiding?utm_campaign=7015f000000VqeL&utm_source=mp-social&utm_medium=smm,19,Active
https://mkt.aras.com/3rWeOpX,,8/7/23,The Meaning of Product Lifecycle Management - English Blog - Aras Community - Aras Community,https://www.aras.com/community/b/english/posts/the-meaning-of-product-lifecycle-management?utm_campaign=7015f000000VqPp&utm_source=mp-social&utm_medium=smm,33,Active
https://mkt.aras.com/3Yqyizh,,8/2/23,Nissan Harnesses Aras Innovator to Manage In-Vehicle Software Complexity :: Wards Intelligence,https://wardsintelligence.informa.com/WI967273/Nissan-Harnesses-Aras-Innovator-to-Manage-In-Vehicle-Software-Complexity?utm_campaign=7015f000000VonL&utm_source=mp-social&utm_medium=smm,23,Active
https://mkt.aras.com/3Omu07g,,8/2/23,Toshiba Digital Solutions Partners with Aras,https://www.aras.com/en/news/press-releases/2023/08/toshiba-digital-solutions-partners-with-aras?utm_campaign=7015f000000Vokv&utm_source=mp-social&utm_medium=smm,85,Active
https://mkt.aras.com/476ALCO,,7/27/23,Event Handling Framework Overview and Installation - English Blog - Aras Community - Aras Community,https://www.aras.com/community/b/english/posts/event-handling-framework-overview-and-installation?utm_campaign=7015f000000VoUW&utm_source=mp-social&utm_medium=smm,72,Active
https://mkt.aras.com/472OlHx,,7/26/23,Achieve Quicker Time to Value with Aras’ Rapid Implementation Approach,https://www.aras.com/en/resources/all/ds-20230907-rapid-approach?utm_campaign=7015f000000dnh9&utm_source=mp-social&utm_medium=smm,36,Active
https://mkt.aras.com/3QcDC7j,,7/25/23,7/25/23: Mid-Year Update!  Becoming a Manufacturing Leader During Recessionary Times - English Blog - Aras Community - Aras Community,https://www.aras.com/community/b/english/posts/mid-year-update-becoming-a-manufacturing-leader-during-recessionary-times?utm_campaign=7015f000000dnfw&utm_source=mp-social&utm_medium=smm,12,Active
https://mkt.aras.com/3q5YPoY,,7/25/23,Making Sense of the Digital Thread Chaos with PLM,https://www.aras.com/en/resources/all/comm-axendia-making-sense?utm_campaign=7015f000000dnf3&utm_source=mp-social&utm_medium=smm,4,Active
https://mkt.aras.com/470lm7a,,7/24/23,7/24/23: Let Business Value Drive Cloud PLM Transition,https://www.aras.com/en/resources/all/wbr-20230914-tech-clarity?utm_campaign=7015f000000dnd7&utm_source=mp-social&utm_medium=smm,71,Active
https://mkt.aras.com/46U1LWf,,7/20/23,"Let's Talk About the Model-Based Enterprise, Digital Threads, and Relationships - English Blog - Aras Community - Aras Community",https://www.aras.com/community/b/english/posts/let-s-talk-about-the-model-based-enterprise-digital-threads-and-relationships?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000dnJl,20,Active
https://mkt.aras.com/3pO0q2C,,7/19/23,7/19/23: Aras Appoints Josh Epstein as CMO,https://www.aras.com/en/news/press-releases/2023/07/aras-appoints-josh-epstein-as-cmo?utm_campaign=7015f000000dnHa&utm_source=mp-social&utm_medium=smm,80,Active
https://mkt.aras.com/3K1k9Tf,,7/18/23,7/18/23: blog: PLM Selection Made Simple: Understanding Business Requirements - English Blog - Aras Community - Aras Community,https://www.aras.com/community/b/english/posts/plm-selection-made-simple-understanding-business-requirements?utm_campaign=7015f000000dnFK&utm_source=mp-social&utm_medium=smm,38,Active
https://mkt.aras.com/44P0Y6S,,7/17/23,7/17/23: MIT Lincoln Laboratory's Best Practices for Enterprise Digital Transformation,https://www.aras.com/en/resources/all/wbr-202307020-eontes-mit?utm_campaign=7015f000000dn8E&utm_source=mp-social&utm_medium=smm,4,Active
https://mkt.aras.com/3Odh197,https://mkt.aras.com/aras-named-as-leader,7/14/23,Aras named a leader,https://www.aras.com/en/news/press-releases/2023/03/aras-named-a-leader,55,Active
https://mkt.aras.com/3XN8ddx,,7/13/23,7/13/23: Let Business Value Drive Cloud PLM Transition,https://www.aras.com/en/resources/all/wbr-20230914-tech-clarity?utm_campaign=7015f000000dn46&utm_source=mp-social&utm_medium=smm,11,Active
https://mkt.aras.com/3JPnhla,,7/12/23,"7/12/23: Aeronamic Improves Information Management, Data Transparency and Process Traceability with Aras",https://www.aras.com/en/resources/all/cs-aeronamic?utm_campaign=7015f000000dn2F&utm_source=mp-social&utm_medium=smm,53,Active
https://mkt.aras.com/3JUbdPz,,7/11/23,"7/11/23: The Digital Twin: Everything, Everywhere, All at Once – Part 3 - English Blog - Aras Community - Aras Community",https://www.aras.com/community/b/english/posts/the-digital-twin-everything-everywhere-all-at-once---part-3?utm_source=blog-aras&utm_medium=smm&utm_campaign=7015f000000dmsB,24,Active
https://mkt.aras.com/43hQEn6,,7/3/23,[Enel X] L'avenir de l'énergie est numérique,https://interactive.aras.com/lavenir-de-lenergie/p/1,0,Active
https://mkt.aras.com/44j366E,,6/29/23,Making Sense of the Digital Thread Chaos with PLM,https://www.aras.com/en/resources/all/comm-axendia-making-sense?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000djYBAAY&utm_content=whitepaper-medical-device-plm,23,Active
https://mkt.aras.com/3JCabHU,,6/29/23,PLM Project Creates New Opportunities for Innovation - English Blog - Aras Community - Aras Community,https://www.aras.com/community/b/english/posts/plm-project-creates-new-opportunities-for-innovation?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mBTVAA2&utm_content=blog-pmi-innovation,52,Active
https://mkt.aras.com/3PstyXw,,6/27/23,How Medical Device Companies Can Benefit from Product Lifecycle Management,https://www.aras.com/en/resources/all/wp-med-device-benefit-plm?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000djYBAAY&utm_content=whitepaper-medical-device-plm,3,Active
https://mkt.aras.com/3NMHMkK,,6/27/23,Creating A Custom DPN Query - English Blog - Aras Community - Aras Community,https://www.aras.com/community/b/english/posts/creating-a-custom-dpn-query-655154606?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000djH8AAI&utm_content=blog-dpn,30,Active
https://mkt.aras.com/3PuxQgY,,6/26/23,The Razorleaf User Group Conference – Aras Chapter - Razorleaf,https://www.razorleaf.com/event/the-razorleaf-user-group-conference-aras-chapter/,1,Active
https://mkt.aras.com/3Pw17rv,,6/26/23,Advanced Technology for Future Mobility,https://interactive.aras.com/advanced-technology-future-mobility/p/1,2,Active
https://mkt.aras.com/3Pv84cE,,6/23/23,MIT Lincoln Laboratory's Best Practices for Enterprise Digital Transformation,https://www.aras.com/en/resources/all/wbr-202307020-eontes-mit?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000djH8AAI&utm_content=webinar-eontes-mit,45,Active
https://mkt.aras.com/42SL36c,,6/21/23,Aras Named a Leader in PLM for Discrete Manufacturing Aras Named A Leader In PLM For Discrete Manufacturing,https://interactive.aras.com/wave-2023/p/1?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000djH8AAI&utm_content=forrester-wave-landing-page,30,Active
https://mkt.aras.com/44dCVP3,,6/20/23,Mid-Year Update!  Becoming a Manufacturing Leader During Recessionary Times - English Blog - Aras Community - Aras Community,https://www.aras.com/community/b/english/posts/mid-year-update-becoming-a-manufacturing-leader-during-recessionary-times?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000djH8AAI&utm_content=blog-mid-year-update,10,Active
https://mkt.aras.com/42FgLUF,,6/16/23,Juneteenth: Celebrating Freedom and Reflecting on Our Journey Towards Equality - English Blog - Aras Community - Aras Community,https://www.aras.com/community/b/english/posts/juneteenth-celebrating-freedom-and-reflecting-on-our-journey-towards-equality?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000djH8AAI&utm_content=blog-juneteenth,24,Active
https://mkt.aras.com/43Znk5f,,6/15/23,Nissan Streamlines In-Vehicle Software Development with Aras,https://www.aras.com/en/news/press-releases/2023/06/nissan-streamlines-in-vehicle-software-development-with-aras?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mBTVAA2&utm_content=press-release-Nissan,43,Active
https://mkt.aras.com/42HJYy6,,6/13/23,The Importance of Data Transparency - English Blog - Aras Community - Aras Community,https://www.aras.com/community/b/english/posts/the-importance-of-data-transparency?utm_source=mp-social&utm_medium=smm&utm_campaign=&utm_content=blog-why-data-transparency-is-important,6,Active
https://mkt.aras.com/3XhVwHv,,6/12/23,Aras Hot Takes: Providing our PLM Perspective on the Latest News Headlines,https://www.aras.com/en/resources/all/wbr-20230622-hot-takes?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000djH8AAI&utm_content=webinar-hot-takes-june,60,Active
https://mkt.aras.com/45VGRW0,,6/8/23,ACE 2023: Your Journey to Reimagine Your Possibilities - English Blog - Aras Community - Aras Community,https://www.aras.com/community/b/english/posts/ace-2023-your-journey-to-reimagine-your-possibilities?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mC93AAE&utm_content=blog-ace-2023-recap,37,Active
https://mkt.aras.com/3J4opke,,6/8/23,Corman Selects Aras Innovator to Drive Digital Transformation,https://www.aras.com/en/news/press-releases/2023/06/corman-selects-aras-innovator-to-drive-digital-transformation?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mBTVAA2&utm_content=press-release-corman,34,Active
https://mkt.aras.com/3N7xU4K,,6/2/23,Creating an engineering digital thread for a more successful digital transformation,https://www.smartindustry.com/benefits-of-transformation/advanced-control/article/33005393/creating-an-engineering-digital-thread-for-a-more-successful-digital-transformation?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mBTVAA2&utm_content=contributed-article-creating-an-engineering-digital-thread,96,Active
https://mkt.aras.com/42kDQMa,,6/1/23,Does Variant Management Manage Just BOM? Think Again! - English Blog - Aras Community - Aras Community,https://www.aras.com/community/b/english/posts/variant-management-and-what-you-need-to-know?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000djlVAAQ&utm_content=blog-does-variant-management-manage-just-bom,34,Active
https://mkt.aras.com/43ulfyJ,,5/31/23,[Renault] Next Generation Vehicles,https://interactive.aras.com/next-generation-vehicles/p/1?utm_source=pardot&utm_medium=email&utm_campaign=7015f000000dkGnAAI&utm_content=NextGenerationVehicles,21,Active
https://mkt.aras.com/3IGHmt5,,5/25/23,Revolutionizing the Power of Digital Thread: A Game-Changer for A&D,https://www.aras.com/en/resources/all/wbr-20230601-game-changer?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000dkR0AAI&utm_content=webinar-cimdata-a-d,29,Active
https://mkt.aras.com/3OGBHr3,,5/23/23,Driving Business Growth Through a Downturn,https://industrytoday.com/driving-business-growth-through-a-downturn/?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mBTVAA2&utm_content=contributed-article-industry-today-driving-business-during-downturn,17,Active
https://mkt.aras.com/3MN8CZz,,5/22/23,Aras DevOps: Further Accelerating Time to Value for Aras Innovator Subscribers,https://www.aras.com/en/resources/all/comm-cimdata-aras-devops?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mAmSAAU&utm_content=cimdata-commentary-dev-ops,63,Active
https://mkt.aras.com/3OgBtX9,,5/17/23,Revolutionizing the Power of Digital Thread: A Game-Changer for A&D,https://www.aras.com/en/resources/all/wbr-20230601-game-changer?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000dkR0AAI&utm_content=webinar-cimdata-aero-space-defense,15,Active
https://mkt.aras.com/3nY1Syw,,5/16/23,"The Digital Twin: Everything, Everywhere, All at Once - Part 2 - English Blog - Aras Community - Aras Community",https://community.aras.com/b/english/posts/the-digital-twin-everything-everywhere-all-at-once---part-2?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000dkMWAAY&utm_content=blog-digital-twin-part-2,15,Active
https://mkt.aras.com/3W5W16O,,5/16/23,Manage Variability and Reuse Across all Product Representations with Aras Variant Management,https://www.aras.com/en/news/press-releases/2023/05/manage-variability-and-reuse-across-all-product-representations-with-aras-variant-management?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000djlVAAQ&utm_content=press-release-variant-management,20,Active
https://mkt.aras.com/3I6g7rw,,5/12/23,How to Move Your PLM Processes to the Cloud - Digital Engineering 24/7,https://www.digitalengineering247.com/article/how-to-move-yourplm-processes-to-the-cloud?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mBTVAA2&utm_content=article-digital-engineering-move-your-plm-processes-to-the-cloud,16,Active
https://mkt.aras.com/44PZOsZ,,5/12/23,Reimagine Your Possibilities -  ACE 2023 (Commentary) - CIMdata,https://www.cimdata.com/en/resources/complimentary-reports-research/commentaries/item/21618-reimagine-your-possibilities-ace-2023-commentary?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mC93AAE&utm_content=cimdata-commentary-ace-2023,23,Active
https://mkt.aras.com/3LTQ0Fr,,5/11/23,Avoid the Bridge to Nowhere: Moving On-Premise PLM to the Cloud - English Blog - Aras Community - Aras Community,https://community.aras.com/b/english/posts/avoid-the-bridge-to-nowhere-moving-on-premise-plm-to-the-cloud?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mAmSAAU&utm_content=blog-bridge-to-nowhere,23,Active
https://mkt.aras.com/3VQWaee,,5/10/23,Revolutionizing the Power of Digital Thread: A Game-Changer for A&D,https://www.aras.com/en/resources/all/wbr-20230601-game-changer?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000djH8AAI&utm_content=webinar-cimdata-ad-action-group,0,Active
https://mkt.aras.com/3B9GCsz,,5/9/23,"Aras Earns Top Reviews for Green PLM, Digital Thread and Expanded BOM | Engineering.com",https://www.engineering.com/story/aras-earns-top-reviews-for-green-plm-digital-thread-and-expanded-bom?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mBTVAA2&utm_content=article-eng-com-plm-to-the-cloud,27,Active
https://mkt.aras.com/3NVoCJR,,5/9/23,Aras Enables JTEKT to Transform Made-to-Order Operations,https://www.aras.com/en/news/press-releases/2023/05/aras-enables-jtekt-to-transform-made-to-order-operations?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000djH8AAI&utm_content=press-release-jtekt-thermo-systems,26,Active
https://mkt.aras.com/3NzXwYF,,5/4/23,Why Risk Management is a Company-wide Responsibility - English Blog - Aras Community - Aras Community,https://community.aras.com/b/english/posts/why-risk-management-is-a-company-wide-responsibility?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000djYBAAY&utm_content=blog-risk-management,20,Active
https://mkt.aras.com/3VqimLZ,,5/2/23,Aras Enterprise SaaS Now Available in the Microsoft Azure Marketplace,https://www.aras.com/en/news/press-releases/2023/05/aras-enterprise-saas-now-available-in-the-microsoft-azure-marketplace?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000djH8AAI&utm_content=press-release-microsoft,106,Active
https://mkt.aras.com/3L7hKGh,,4/25/23,Driving Product Variation with Platform Thinking,https://www.aras.com/en/resources/all/ds-20230518-driving-variation?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000djlVAAQ&utm_content=demo-series-variant-management,54,Active
https://mkt.aras.com/3LrXNv2,,4/24/23,Aras Strengthens Ties with Strategic Partners Ansys and AVEVA at ACE 2023 - English Blog - Aras Community - Aras Community,https://community.aras.com/b/english/posts/aras-strengthens-ties-with-strategic-partners-ansys-and-aveva-at-ace-2023?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mC93AAE&utm_content=blog-aveva-ansys-ace,42,Active
https://mkt.aras.com/40p21Ik,,4/21/23,The Circular Economy as a Model for the Future,https://www.aras.com/en/resources/all/wp-circular-economy?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mAljAAE&utm_content=white-paper-the-circular-economy,8,Active
https://mkt.aras.com/41LApxZ,,4/21/23,IT-Aras-Named-a-Leader-in-PLM-Linkedin,https://interactive.aras.com/wave-2023/p/1?utm_source=linkedin&utm_medium=smm&utm_campaign=7015f000000djh4AAA&utm_content=Aras-named-as-a-leader-analytics-report,4,Active
https://mkt.aras.com/41sRgWI,,4/20/23,IT-Aras-Named-a-Leader-in-PLM,https://interactive.aras.com/wave-2023/p/1,3,Active
https://mkt.aras.com/3mX4mMK,,4/20/23,EX-linkedin-messages,https://interactive.aras.com/il-futuro-dellenergia/p/1?utm_source=linkedin&utm_medium=smm&utm_campaign=7015f000000djc4AAA&utm_content=EX-linkedin-messages,20,Active
https://mkt.aras.com/3AdGlnC,,4/18/23,Increasing Developer Productivity 4X: DevOps for Your PLM - English Blog - Aras Community - Aras Community,https://community.aras.com/b/english/posts/increasing_2d00_develop_2d00_productivity?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mAmSAAU&utm_content=blog-increasing-developer-productivity,30,Active
https://mkt.aras.com/41ej7tE,,4/17/23,Risk Management in Medical Device Development,https://www.aras.com/en/resources/all/wp-risk-management-med-dev-development?utm_source=website&utm_medium=webpage&utm_campaign=7015f000000djYBAAY&utm_content=video-risk-management,8,Active
https://mkt.aras.com/41HPZuP,,4/13/23,Transportation of the Future,https://interactive.aras.com/transportation-of-the-future/p/1?utm_source=pardot&utm_medium=email&utm_campaign=7015f000000mCR4AAM&utm_content=TransportationOfFuture,19,Active
https://mkt.aras.com/3KuYbau,,4/11/23,"The Digital Twin: Everything, Everywhere, All at Once - English Blog - Aras Community - Aras Community",https://community.aras.com/b/english/posts/the-digital-twin-everything-everywhere-all-at-once?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mBrTAAU&utm_content=blog-digital-twin-part-1,29,Active
https://mkt.aras.com/43cudRb,,4/7/23,Want To Know the Secrets Behind Tamturbo’s Product Success? - English Blog - Aras Community - Aras Community,https://community.aras.com/b/english/posts/want-to-know-the-secrets-behind-tamturbo-s-product-success?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000djH8AAI&utm_content=blog-tamturbo-success,22,Active
https://mkt.aras.com/3U5UWec,,4/4/23,Aras Named a PLM Leader by Independent Research Firm - English Blog - Aras Community - Aras Community,https://community.aras.com/b/english/posts/aras-named-a-plm-leader-by-independent-research-firm?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000djH8AAI&utm_content=blog-aras-named-a-leader-plm,38,Active
https://mkt.aras.com/413yBQR,,4/4/23,Aras Innovator Enables OnWatch Scout,https://www.aras.com/en/news/press-releases/2023/04/aras-innovator-enables-onwatch-scout?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mBTVAA2&utm_content=press-release-macgregor,76,Active
https://mkt.aras.com/3lPus43,,3/30/23,Aras Celebrates Women’s History Month and IWD 2023 - English Blog - Aras Community - Aras Community,https://community.aras.com/b/english/posts/aras-celebrates-women-s-history-month-and-iwd-2023?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mArcAAE&utm_content=blog-womens-history-month-2023,24,Active
https://mkt.aras.com/40Mk2kg,,3/29/23,Aras Hot Takes: PLM Insights into the Latest Headlines,https://www.aras.com/en/resources/all/wbr-20230413-hot-takes?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mArcAAE&utm_content=thought-leadership-webinar-aras-hot-takes,35,Active
https://mkt.aras.com/3FXie06,,3/28/23,Three Reasons to Attend ACE 2023 - English Blog - Aras Community - Aras Community,https://community.aras.com/b/english/posts/three-reasons-to-attend-ace-2023?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mArcAAE&utm_content=blog-three-reasons-to-attend-ACE,40,Active
https://mkt.aras.com/3FMIvy1,,3/23/23,Aras named a leader,https://www.aras.com/en/news/press-releases/2023/03/aras-named-a-leader?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mBTVAA2&utm_content=press-release-aras-named-a-leader,185,Active
https://mkt.aras.com/3mZzaw4,,3/21/23,The Meaning of Product Lifecycle Management - English Blog - Aras Community - Aras Community,https://community.aras.com/b/english/posts/the-meaning-of-product-lifecycle-management?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mArcAAE&utm_content=blog-what-is-plm,34,Active
https://mkt.aras.com/3ZY4YA0,,3/17/23,How Toyota Motor Europe Developed A Flexible Digital Thread With Systems Thinking,https://www.aras.com/en/resources/all/exp-tme-flexible-digital-thread-systems-thinking?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mAtOAAU&utm_content=landing-page-tme,29,Active
https://mkt.aras.com/42dt9fq,,3/15/23,"Harmonizing Design, Modeling and Simulation with Aras Innovator and Ansys Minerva",https://app.swapcard.com/event/ansys-connect-series/planning/UGxhbm5pbmdfMTIwMTc1Ng==,61,Active
https://mkt.aras.com/3JDXKvu,,3/15/23,Responsible Production,https://interactive.aras.com/responsible-production?utm_source=linkedin&utm_medium=smm&utm_campaign=7015f000000mCKXAA2&utm_content=Yazaki-Europe-landing-page-linkedin,7,Active
https://mkt.aras.com/3T1AfiO,,3/9/23,3 Reasons Modern SaaS Will Prevent Southwest Airlines’ $825 Million Type Disasters - English Blog - Aras Community - Aras Community,https://community.aras.com/b/english/posts/saasandsouthwestairlines?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mAmSAAU&utm_content=blog-saas-southwest,14,Active
https://mkt.aras.com/3SWvRSb,,3/7/23,Together Again at ACE 2023: Reimagine Your Possibilities - English Blog - Aras Community - Aras Community,https://community.aras.com/b/english/posts/togetheragainatace2023universalorlando?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mC93AAE&utm_content=blog-together-again-ace-2023,70,Active
https://mkt.aras.com/41SfiuM,,3/6/23,Improving Production Timelines With Aras For Major Revenue Impact,https://www.aras.com/en/resources/all/vid-circor-deltavalve-improving-production?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mArcAAE&utm_content=customer-video-circor,19,Active
https://mkt.aras.com/3IuraKI,,2/28/23,Authenticating in OAuth 2.0 with Aras RESTful API-blog,https://community.aras.com/b/english/posts/authenticating-in-oauth-2-0-with-aras-restful-api?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mArcAAE&utm_content=blog-authenticating-in-oauth,121,Active
https://mkt.aras.com/3KsEsKd,,2/21/23,The Importance of Data Transparency - English Blog,https://community.aras.com/b/english/posts/the-importance-of-data-transparency?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mArcAAE&utm_content=blog-the-importance-of-data-transparency,23,Active
https://mkt.aras.com/3IfdQd1,,2/20/23,Systems Thinking and How to Engineer to Possible | Cadalyst,https://www.cadalyst.com/cad/manufacturing/systems-thinking-and-how-engineer-possible-79722?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mBTVAA2&utm_content=article-cadalyst-systems-thinking,19,Active
https://mkt.aras.com/3SdoFAO,,2/20/23,Revolutionizing our Product Lifecycle Management system landscape to better serve consumers | Philip Morris International,https://www.pmi.com/our-transformation/leaders-of-change/revolutionizing-our-product-lifecycle-management-system-landscape-to-better-serve-consumers?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mBTVAA2&utm_content=article-pmi-revolutionizing -plm-system,3,Active
https://mkt.aras.com/3SoheqR,,2/17/23,How to Control Exploding Product Complexity? Hint: Start With Requirements,https://www.aras.com/en/resources/all/wbr-20230316-control-complexity?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mAKoAAM&utm_content=webinar-saic-requirements,50,Active
https://mkt.aras.com/3XFj3QU,,2/17/23,AVEVA Announces Strategic Partnership with Aras,https://www.aras.com/en/news/press-releases/2022/09/aveva-announces-strategic-partnership-with-aras?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mBTVAA2&utm_content=press-release-aveva,3,Active
https://mkt.aras.com/3E9H387,,2/15/23,Why You Need a Flexible PLM System - English Blog - Aras Open PLM Community - Aras Open PLM Community,https://community.aras.com/b/english/posts/why-you-need-a-flexible-plm-system?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mArcAAE&utm_content=blog-why-you-need-a-flexible-plm-system,21,Active
https://mkt.aras.com/3xaXWLD,,2/9/23,Failing to Keep Up With Technology Will Undermine Your Digital Transformation Strategy - English Blog - Aras Open PLM Community - Aras Open PLM Community,https://community.aras.com/b/english/posts/failing-to-keep-up-with-technology-will-undermine-your-digital-transformation-strategy?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mAtOAAU&utm_content=blog-failing-to-keep-up-with-technology,20,Active
https://mkt.aras.com/3JOUHAX,,2/8/23,Taking the Initiative: What’s New in Aras Innovator - English Blog - Aras Open PLM Community - Aras Open PLM Community,https://community.aras.com/b/english/posts/taking-the-initiative-what-s-new-in-aras-innovator-623434846?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mAKoAAM&utm_content=blog-whats-new-in-aras-innovator,17,Active
https://mkt.aras.com/3JXV4ZY,,2/7/23,Contributed article: When the Cloud is Just Not Enough: the New Focus on SaaS,https://www.machinedesign.com/automation-iiot/article/21258764/when-the-cloud-is-just-not-enough-the-new-focus-on-saas?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mBTVAA2&utm_content=article-when-the-cloud-is-just-not-enough,20,Active
https://mkt.aras.com/3YzM6GH,,2/7/23,Aras Dashboards and Reporting - demo series,https://www.aras.com/en/resources/all/ds-20230309-dashboards?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mAKoAAM&utm_content=demo-dashboards-reporting,106,Active
https://mkt.aras.com/3l8WPJt,,2/2/23,Becoming a Manufacturing Leader During Recessionary Times - English Blog - Aras Open PLM Community - Aras Open PLM Community,https://community.aras.com/b/english/posts/becoming-a-manufacturing-leader-during-recessionary-times?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mArcAAE&utm_content=blog-becoming-a-manufacturing-leader,29,Active
https://mkt.aras.com/40kd0Ee,,1/31/23,2023 PLM Trends - English Blog - Aras Open PLM Community - Aras Open PLM Community,https://community.aras.com/b/english/posts/2023-plm-trends?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mArcAAE&utm_content=blog-2023-plm-trends,39,Active
https://mkt.aras.com/3DpZKnI,,1/30/23,ACE 2023,https://events.aras.com/ace2023/?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mBI7AAM&utm_content=ace-2023,230,Active
https://mkt.aras.com/3WGVkzh,,1/27/23,The Benefits of Systems Thinking Make PLM on the Cloud a No-Brainer - English Blog - Aras Open PLM Community - Aras Open PLM Community,https://community.aras.com/b/english/posts/the-benefits-of-systems-thinking-make-plm-on-the-cloud-a-no-brainer?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mAtOAAU&utm_content=blog-benefits-of-systems-thinking-make-plm-cloud-no-brainer,13,Active
https://mkt.aras.com/3kPOom8,,1/26/23,How Aras Supports Nissan Motor’s In-Vehicle Software and Digital Thread,https://www.aras.com/en/resources/all/cs-nissan?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mArcAAE&utm_content=case-study-nissan,42,Active
https://mkt.aras.com/3wrIKt3,,1/24/23,From the Minerva Vault: How to Create Secure Access Using MAC Policy in Aras Innovator - English Blog - Aras Open PLM Community - Aras Open PLM Community,https://community.aras.com/b/english/posts/from-the-minerva-vault-how-to-create-secure-access-using-mac-policy-in-aras-innovator?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mAtOAAU&utm_content=blog-create-secure-access-using-mac-policy,23,Active
https://mkt.aras.com/3DqRmV1,,1/20/23,Webinar recording: How to De-risk Your PLM Environment Before it’s Too Late,https://www.aras.com/en/resources/all/wbr-20221201-de-risk-plm?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mAmSAAU&utm_content=webinar-recording-derisk-plm,10,Active
https://mkt.aras.com/3kqWUrH,,1/20/23,What's New in Aras Innovator,https://www.aras.com/en/resources/all/ds-20230216-whats-new?utm_source=mp-social&utm_medium=smm&utm_campaign=7015f000000mAKoAAM&utm_content=demo-whats-new-in-aras-innovator,64,Active
